pontosfrageis,pontosfortes,,
"1- Falta de cooperação entre agentes educativos.
2- Não há coerência e congruência entre professores e funcionários e sim espirito competitivo e vingativo.
3- Não há parcerias efetuadas com outras instituições
4- Há resistência quanto ao desenvolvimento de projetos
5- Relações tensas, atitudes negativas, punitivas e excludentes","1- Há promoção de atividades sociais, esportivas e culturais
2- Tentativa de relação amistosa e de cooperação entre família e escola
3-  verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos.
4- Estímulo a pratica de atividades escolares
5- Alguns funcionários e professores buscam desenvolver relações de afetividade e confiança",3,PUD002-2014.1-A
"Pontos frágeis observados na instituição:

Localização: zona urbana afastada da região central;

Ausência de vigia escolar;

Ausência de policiamento diário;

Comunidade em situações de risco: favelas e baixa renda;","Pontos fortes:

Participação da equipe gestora: parceria com pais e comunidade;

Participação ativa dos pais na vida escolar dos educandos;

Proed;

Patrulha escolar;",3,PUD002-2014.1-A
"O aumento da violência está interferindo no calendário letivo este ano
A UE é nova e ainda não fez nenhum projeto direcionado ao assunto
A comunidade no entorno, referência de socialização para os alunos, é violenta, isto torna o ambiente pacífico que tentamos manter dentro da UE algo fora dos padrões deles.
A escola ainda não atingiu uma parceria satisfatória com boa parte das famílias
Visitas esporádicas da guarda municipal para orientar a melhor forma de resolver os conflitos que surgem","Definição de regras e limites
Na solução de conflitos, o diálogo é o primeiro passo
As crianças e adolescentes têm voz na hora de reivindicar algo
Integração da equipe (profissionais de apoio e professores) na educação dos alunos
Vínculo afetivo entre crianças e profissionais da escola",3,PUD002-2014.1-A
"Pontos Frágeis
1- Poder Público- ausência do Poder Público;
2- Disciplina- o aluno faz o que quer na escola;
3- Família- Ausência de alguns familiares na escola;
4- Acessibilidade- o aluno tem dificuldade no acesso das vias escolares;
5- Investimentos na parte física da escola.","Pontos fortes
1- Apoio dos educadores;
2- A comunidade disposta a ajudar;
3- Criação de projetos;
4- Orientação profissional para família, alunos e colaboradores;
5- Incentivo e ajuda a todos no contexto escolar.",3,PUD002-2014.1-A
"localização entre bairros com alto índice de tráfico.

Adolescentes sem acompanhamento dos responsáveis.

Comunidade dispersa","Corpo docente e dos funcionários  atentos ao problema.

Apoio de órgãos públicos tais como Guarda Municipal e Conselho Tutelar.

Busca incessante e muita força de vontade de mudança no processo.

Maioria do corpo discente predisposto a ouvir e aderir a causa.",3,PUD002-2014.1-A
"1. Definição das normas/regras/limites junto com os alunos;
2. Negociação com os alunos das regras/limites/normas;
3. Relações de confronto e de sermão de agentes educativos;
4. Famílias que não mantém parceria com escola (embora numa proporção menor, mas significativa);
5. A presença de algumas posturas “apavoradas” e punitivas;
6. Alunos evadidos da escola;
7. Insensibilidade e distanciamento da relação aluno/professor; aluno/equipe pedagógica e aluno/direção;
8. Demora de conseguir um trabalho de rede para atender alunos em situação de risco. Alguns encaminhamentos sem resposta
9. Desmotivação dos alunos em relação a atividades escolares;
10. Relações com alunos usuários de drogas dentro da escola;","1. Comunicação de normas/regras/limites;
2. Coerência e congruência entre professores, diretores e servidores na aplicação de normas e regras escolares;
3. Relações de respeito mútuo, compromisso e cooperação entre agentes educativos;
4. Relações de cooperação e ajuda da família, na maioria dos casos;
5. A procura de manter uma abordagem reflexiva e pedagógica nas atitudes dos alunos – Diálogo educativo
6. Casos de alunos com uso indevido de drogas são oferecidos ajuda aos mesmos;
7. Participação de alunos em situação de riscos de projetos: Projeto Segundo Tempo (para crianças menores – 6ª e 7º ano);
8. Busca da rede de serviços, Conselho Tutelar, Patrulha Escolar, Ministério Público para ajudar alunos envolvidos com a questão: Rede de apoio a ele
9. Cursinhos pré-prepara tório para o Pas – Busca de aumentar a auto - estima dos alunos, Sala de Recurso, Sala de Apoio para alunos de 6º ano e 9º ano.
10. Identificação de alguns usuários na escola;",3,PUD002-2014.1-A
"Aluno agressivo.
professores desprezar a dos para lhe dar com alunos agressivos.
falta de interesse da família em ajudar o aluno.",".palestras com os alunos sobre prevenção de drogas . Reuniões com os pais dos alunos.
Oportunidade para os pais falarem de algum problema de seu filho na família e escola.",3,PUD002-2014.1-A
"Neste semestre eu não estou lecionando, mas colocarei os dados pedidos baseados na minha experiência como docente estadual, desde 1994.

Acredito que ao analisarmos os pontos fortes e fracos, ainda que seja de forma generalizada, como estou fazendo, pode ajudar para elaboração de estratégias que possam minimizar os pontos fracos, otimizando os fortes.

Salas de aula com média de quarenta alunos: pode prejudicar tanto no processo de ensino-aprendizagem,  quanto  no conhecimento(das percepções dos problemas) que os discentes levam para o convívio escolar.

Nível de segurança baixo nas escolas 

Baixa adesão da família no processo de ensino-aprendizagem de seus filhos(falta de  conhecimento do percurso escolar dos seus filhos, com consequente baixo nível de acompanhamento de seus filhos).

 Falta de adaptação dos espaços físicos para os alunos especiais

Assiduidade dos alunos(que muitas vezes passa desapercebida, quanto o aluno está muito faltoso,  e a escola  não chama a família para saber o que ocorre no contexto familiar)

Falta de psicólogos e terapeutas ocupacionais(para mediação de conflitos entre alunos e ou profissionais nas escolas) 

Espaço físico inadequado para desenvolver e apresentar projetos 

Inexistência de projetos de segurança( para situações tanto de prevenção quanto de emergência","Alunos que frequentam projetos comunitários, grupos desportivos da região, e cursos profissionalizantes: otimiza suas habilidades, ocupando o tempo ocioso, ampliando o lazer; o que amplia a rede social destes alunos, e acabam por formar laços com adolescentes que têm os mesmos ideais, ou parecidos.

Diálogo dos professores com os alunos

Projetos interdisciplinares, com foco nas realidades daquela comunidade na qual vivem os discentes

Projetos nos quais a escola dê algum retorno à comunidade( creches e asilos, por exemplo)

Participação da família em festas escolares e em projetos interdisciplinares: aproxima a família do contexto escolar

Grêmio estudantil

Associações de pais e colegiados

Atividades de intercâmbio entre escolas próximas(apresentações de projetos, festas comemorativas, torneios, etc)


Professor como educador:Colocar em pauta os valores que os alunos têm e leva para o contexto escolar, ajudando-os a elaborar aqueles que são anti-valores, e necessitam ser modificados, pelos educadores em conjunto com os alunos e a família

Conselhos de classe",3,PUD002-2014.1-A
"Pontos frágeis da minha escola:


Inserida em uma comunidade de Vulnerabilidade Social.","Pontos fortes da minha escola:

 
Inclusiva;
Promove atividades para a integração das famílias;
Está aberta a ouvir a comunidade;
Boa comunicação entre alunos x demais funcionários.",3,PUD002-2014.1-A
"Aumento de exclusão nas relações escolares;
Desmotivação das atividades escolares;
Frustração diante de experiências de aprendizagem;
Negociação das regras familiares e escolares;
Proximidade da rede de distribuição de Drogas.","Relações harmoniosas com a Família;
Valorização do aluno pela escola;
Estímulo à prática das atividades escolares;
Relações de respeito entre educador e aluno;
Presença de diálogos para lidar com conflitos.",3,PUD002-2014.1-A
"Aumento de exclusão nas relações escolares;
Desmotivação das atividades escolares;
Frustração diante de experiências de aprendizagem;
Negociação das regras familiares e escolares;
Proximidade da rede de distribuição de Drogas.","Relações harmoniosas com a Família;
Valorização do aluno pela escola;
Estímulo à prática das atividades escolares;
Relações de respeito entre educador e aluno;
Presença de diálogos para lidar com conflitos.",3,PUD002-2014.1-A
"Aumento de exclusão nas relações escolares;
Desmotivação das atividades escolares;
Frustração diante de experiências de aprendizagem;
Negociação das regras familiares e escolares;
Proximidade da rede de distribuição de Drogas.","Relações harmoniosas com a Família;
Valorização do aluno pela escola;
Estímulo à prática das atividades escolares;
Relações de respeito entre educador e aluno;
Presença de diálogos para lidar com conflitos.",3,PUD002-2014.1-A
"Pontos Frágeis:

Aumento de exclusão nas relações escolares;
Desmotivação das atividades escolares;
Frustração diante de experiências de aprendizagem;
Negociação das regras familiares e escolares;
Proximidade da rede de distribuição de Drogas.","Pontos Fortes:

Relações harmoniosas com a Família;
Valorização do aluno pela escola;
Estímulo à prática das atividades escolares;
Relações de respeito entre educador e aluno;
Presença de diálogos para lidar com conflitos.",3,PUD002-2014.1-A
"participação dos pais
organização e comprometimento da equipe pedagogica
indisciplina","planejamento
atendimento psicologico
objetivo
metas
assistência social
estratégia
reuniões de pais e mestre",3,PUD002-2014.1-A
"Pouca iluminação
localização da escola
Gestão dos problemas
Liberdade dos alunos","Policial mora na escola
Proerd = participação dos alunos no projeto
Número baixo de alunos",3,PUD002-2014.1-A
Inserida em uma comunidade de Vulnerabilidade Social.,"Inclusiva;
Promove atividades para a integração das famílias;
Está aberta a ouvir a comunidade;
Boa comunicação entre alunos x demais funcionários.",3,PUD002-2014.1-A
,,3,PUD002-2014.1-A
"Carência da Comunidade
 Ausência dos pais
 Rotatividade dos professores
 Alunos de várias","Tamanho do espaço
 Qualificação dos professores
 Integração dos professores
 Tecnologia Parcial disponível",3,PUD002-2014.1-A
"1 - Relações conflituosas na família.

2 - Proximidade da rede de distribuição de drogas com o colégio.

3 - Grupos cujos ambientes de lazer envolvem uso de drogas.

4 - Fácil acesso a drogas e violência na comunidade.

5 - Comunidade com forte apelo de consumo.","1- Valorização do aluno no colégio.

2 - Presença de regras claras e referências de autoridade no colégio.

3 - Relação de cooperação entre a família e a colégio.

4 - Relações de respeito entre educador e aluno.

5 - Estímulo e motivação para as atividades colegiais.",3,PUD002-2014.1-A
"Quanto aos pontos frágeis pontuamos a frustação e pressão, por parte de alguns estudantes, quanto a dificuldades cognitivas e de relação principalmente com seus pares.
Avaliamos que a proximidade da rede de distribuição de drogas com a escola e a presença de uso ou abuso de drogas lícitas e ilícitas no ambiente familiar também são fatores de risco.
A rigidez ou permissividade na negociação de regras familiares, as relações conflituosas e a presença de violência como estratégia para lidar com os conflitos ampliam os pontos frágeis.","Quantos aos fatores de proteção em nossa escola, consideramos como pontos fortes as relações de respeito, compromisso e cooperação que existem entre os professores, direção, equipe pedagógica e demais funcionários, inclusive com os nossos alunos.
As relações entre a escola e as famílias, que participam do cotidiano escolar, são amistosas e de cooperação visando à proteção dos estudantes.
A escola se articula com a Associação de Moradores dos Bairros Adjacentes e com a Patrulha Escolar fortalecendo assim a sua ação educativa.
Estimulamos nossos alunos a fazer as atividades escolares, a participar de aulas práticas de Ciências, de artes. Participação ativa em campeonatos esportivos e Feira de Ciências.
 Promovemos atividades sociais como a Festa da Família, Festival de Cultura, Festa Junina, Festa da Primavera e Espaço de Confraternização com o objetivo de fortalecer laços de confiança e afetividade.
Construímos coletivamente o Regimento Escolar negociando normas, regras e limites para um bom convívio, com objetivo da aplicação com coerência e congruência entre professores, diretores, funcionários e estudantes.
Promoção de Conselhos de Classes para acompanhar o desenvolvimento e desempenho pedagógico dos nossos alunos com abordagem reflexiva, centrada em uma postura protetiva e inclusiva.
Trabalhamos com Projetos de Relações de Gênero, Sexualidade, Diversidade Sexual e  combate ao Racismo e Homofobia buscando construir a exclusão de qualquer tipo de  discriminação não só no âmbito escolar como no convívio na sociedade em geral.",3,PUD002-2014.1-A
